x,y,cell,state,abbr,fips
28,28,1324,none,NA,NA
29,28,1325,none,NA,NA
30,28,1326,none,NA,NA
31,28,1327,none,NA,NA
32,28,1328,none,NA,NA
33,28,1329,none,NA,NA
34,28,1330,none,NA,NA
35,28,1331,none,NA,NA
36,28,1332,none,NA,NA
37,28,1333,none,NA,NA
38,28,1334,none,NA,NA
39,28,1335,New York,NY,36
40,28,1336,New York,NY,36
41,28,1337,none,NA,NA
42,28,1338,Massachusetts,MA,25
43,28,1339,Massachusetts,MA,25
44,28,1340,Massachusetts,MA,25
45,28,1341,Massachusetts,MA,25
46,28,1342,Massachusetts,MA,25
47,28,1343,none,NA,NA
48,28,1344,none,NA,NA
1,29,1345,none,NA,NA
2,29,1346,none,NA,NA
3,29,1347,none,NA,NA
4,29,1348,none,NA,NA
5,29,1349,none,NA,NA
6,29,1350,none,NA,NA
7,29,1351,none,NA,NA
8,29,1352,none,NA,NA
9,29,1353,none,NA,NA
10,29,1354,none,NA,NA
11,29,1355,none,NA,NA
12,29,1356,none,NA,NA
13,29,1357,none,NA,NA
14,29,1358,none,NA,NA
15,29,1359,none,NA,NA
16,29,1360,none,NA,NA
17,29,1361,none,NA,NA
18,29,1362,none,NA,NA
19,29,1363,none,NA,NA
20,29,1364,none,NA,NA
21,29,1365,none,NA,NA
22,29,1366,none,NA,NA
23,29,1367,none,NA,NA
24,29,1368,none,NA,NA
25,29,1369,none,NA,NA
26,29,1370,none,NA,NA
27,29,1371,none,NA,NA
28,29,1372,none,NA,NA
29,29,1373,none,NA,NA
30,29,1374,none,NA,NA
31,29,1375,none,NA,NA
32,29,1376,none,NA,NA
33,29,1377,none,NA,NA
34,29,1378,none,NA,NA
35,29,1379,none,NA,NA
36,29,1380,none,NA,NA
37,29,1381,none,NA,NA
38,29,1382,none,NA,NA
39,29,1383,none,NA,NA
40,29,1384,none,NA,NA
41,29,1385,none,NA,NA
42,29,1386,none,NA,NA
43,29,1387,none,NA,NA
44,29,1388,none,NA,NA
45,29,1389,none,NA,NA
46,29,1390,none,NA,NA
47,29,1391,none,NA,NA
48,29,1392,none,NA,NA
1,30,1393,none,NA,NA
2,30,1394,none,NA,NA
3,30,1395,none,NA,NA
4,30,1396,none,NA,NA
5,30,1397,none,NA,NA
6,30,1398,none,NA,NA
7,30,1399,none,NA,NA
8,30,1400,none,NA,NA
9,30,1401,none,NA,NA
10,30,1402,none,NA,NA
11,30,1403,none,NA,NA
12,30,1404,none,NA,NA
13,30,1405,none,NA,NA
14,30,1406,none,NA,NA
15,30,1407,none,NA,NA
16,30,1408,none,NA,NA
17,30,1409,none,NA,NA
18,30,1410,none,NA,NA
19,30,1411,none,NA,NA
20,30,1412,none,NA,NA
21,30,1413,none,NA,NA
22,30,1414,none,NA,NA
23,30,1415,none,NA,NA
24,30,1416,none,NA,NA
25,30,1417,none,NA,NA
26,30,1418,none,NA,NA
27,30,1419,none,NA,NA
28,30,1420,none,NA,NA
29,30,1421,none,NA,NA
30,30,1422,none,NA,NA
31,30,1423,none,NA,NA
32,30,1424,none,NA,NA
33,30,1425,none,NA,NA
34,30,1426,none,NA,NA
35,30,1427,none,NA,NA
36,30,1428,none,NA,NA
37,30,1429,none,NA,NA
38,30,1430,none,NA,NA
39,30,1431,none,NA,NA
40,30,1432,none,NA,NA
41,30,1433,Vermont,VT,50
42,30,1434,Vermont,VT,50
43,30,1435,none,NA,NA
44,30,1436,New Hampshire,NH,33
45,30,1437,New Hampshire,NH,33
46,30,1438,none,NA,NA
47,30,1439,Maine,ME,23
48,30,1440,Maine,ME,23
1,31,1441,none,NA,NA
2,31,1442,none,NA,NA
3,31,1443,none,NA,NA
4,31,1444,none,NA,NA
5,31,1445,none,NA,NA
6,31,1446,none,NA,NA
7,31,1447,none,NA,NA
8,31,1448,none,NA,NA
9,31,1449,none,NA,NA
10,31,1450,none,NA,NA
11,31,1451,none,NA,NA
12,31,1452,none,NA,NA
13,31,1453,none,NA,NA
14,31,1454,none,NA,NA
15,31,1455,none,NA,NA
16,31,1456,none,NA,NA
17,31,1457,none,NA,NA
18,31,1458,none,NA,NA
19,31,1459,none,NA,NA
20,31,1460,none,NA,NA
21,31,1461,none,NA,NA
22,31,1462,none,NA,NA
23,31,1463,none,NA,NA
24,31,1464,none,NA,NA
25,31,1465,none,NA,NA
26,31,1466,none,NA,NA
27,31,1467,none,NA,NA
28,31,1468,none,NA,NA
29,31,1469,none,NA,NA
30,31,1470,none,NA,NA
31,31,1471,none,NA,NA
32,31,1472,none,NA,NA
33,31,1473,none,NA,NA
34,31,1474,none,NA,NA
35,31,1475,none,NA,NA
36,31,1476,none,NA,NA
37,31,1477,none,NA,NA
38,31,1478,none,NA,NA
39,31,1479,none,NA,NA
40,31,1480,none,NA,NA
41,31,1481,none,NA,NA
42,31,1482,Vermont,VT,50
43,31,1483,none,NA,NA
44,31,1484,New Hampshire,NH,33
45,31,1485,New Hampshire,NH,33
46,31,1486,none,NA,NA
47,31,1487,Maine,ME,23
48,31,1488,Maine,ME,23
